ulasan,label
google tolong saat share screen bentuk video suara video dengar serta mohon tolong update tambah fitur sebut sepele fitur mudah orang,Kurang
gak uninstal hapus apk nya,Kurang
tolong baik bugnya tolong buka kamera video cell ukur gambar belah pojok kanan besar zoom kecil un zoom versi kecil kamera video cell sebut guna handphone nyaman zoom un zoom guna handphone gmeet ganti lain terima kasih,Kurang
kali pake ga muncul video cuman on microphone doang kalo klik link yg bagi sendiri apknya ketik link lumayan repot yg bikin kesel tuh suka sendiri pas masuk bgt pdhl jaring bagus tinggal materi tolong perbaikiiiiiii lagi,Kurang
update baru aplikasi buruk tampil 2-3 orang saja sisa cek tampil mudah nyaman orang oncam alami masalah sama saran cari versi 43 baik milik tampil lama,Kurang
skrng google meet dengar suara bicara yaa mohon responnya mnurut apk bagus akhir2 error tiba2 sndiri aplikasi mndngarkan suara bicara,Kurang
aneh banget gabisa liat member kalo hp cuman 6 orang doang yg tampil lihat audio tampil lagu folder file gabisa komputer setting youtube bisa payah dehh,Kurang
3 kali uji pake gmeet asa sial terus beeberapa menit bagus pas udah menit suka nglag sinyal bagus kuota ada sinyal suka ngilang-ngilang kalo pake apk ini pake zoom normal kaya biasa tiba kesel uji dapet gelar lagi uts uas ,Kurang
ribet dong bagus model belum full screen nggak geser tampil milik kita tutup presentasi tolong erti mudah terima kasih,Kurang
rekam virtual mana  premium bayar rekam virtual ,Kurang
parah tolong baik buat aktivitas aplikasi google meet tambah menu akun,Kurang
gmeet ribet masuk meeting trus nilai aplikasi nya gabung bilang gagal gabung rapat fiturnya yg warna gelap ganggu presentasi buat rapat trus suara nya putus jaring lancar 4g ko tpi knapa bgini mohon baik ya,Kurang
maaf sebenernya aplikasi bagus simpel gitu jaring bagus hp normal loh masuk meeting nggak hubung kelas selesai pun nggak connect mohon baik,Kurang
update gak nyaman pakai meet nya enak versi hp mode horizontal gak enak banget gak full screen sih presentasi nya kdang kecil pas notif pemberitahuan masuk room ganggu banget susah tekan on cam on mic tolong baik dong cuba jelek gua kasih bintang gak baik,Kurang
bisa host sumber tampil layar besar gambar kecil sayang fiturnya otomatis rubah tolong google meet versi saja tampil,Kurang
app versi jelekkk g-meet nya sendiri suara gak putus putus buram kadang gak camera presentasi sinyal bagus tolong ya baik lagiiiiiii,Kurang
window camera hilang full screen presentasi ganggu tampil tutup tulis presentasi serta hidup kamera window camera serta full screen presentasi,Kurang
ga bintang gak layak 2jam koneksi cepat utk buka aplikasi ram 4gb kurang sampe simpan kosong sampe kurang0gb tetp gak jalan pindah laptop aja butuh 2jam parah aplikasi belah yg hack ntuh,Kurang
ya ampun google meet gak masuk room terus sekali masuk ngefreeze tiba2 lancara tp ngefreeze lagi coba masuk jd blackscreen mohon baik,Kurang
suara dengar zoom meet dihandphone orang,Kurang
buruk semenjak duo google meet sulit,Kurang
tolong tambah fitur atur resolusi video minimal maksimal tolong tambah pemberitahuan jaring jelek bagus biartau jaring bagus jelek tolong baik spekernya suara patah deley tolong tambah fitur mute suara yg sekitar masuk rekam dalam video tolong tambah fitur bagi file video foto yg unduh langsung serta meet meet,Kurang
mohon baik aplikasi ini aplikasi alami ngebug buka apknya eh keluar pas apknya diupdate bukannnya bagus eh ngebugnya parah pas sy unninstal trus instal lagi eh aplikasi gk download sya sngat kecewa  mohon baik apknya soal klo ajar daring sya gk ajar,Kurang
manfaat apk nya bagus coba apknya sesuai dg kenyataanya jaring bagus voicenya jelas presentase tampil pptnya muncul pakai apk belah parah ini di belah jaring stabil tpi tampil ppt voicenya jelas,Kurang
aplikasi bener-bener buang waktu gajelas minim fitur eror banget kurang aplikasi belah keren ngga kaya ini nya kasih bintang aja,Kurang
update aplikasi gak enak kurang gak riwayat meet dulu ada kalo gak sengaja tekan tombol leave meet nyari linknya lagi 2 koneksi internet lambat klik link masuk meet gak respon apa sinyal buruk langsung aplikasi meet animasi loading biar tau sedan on proses 3 koneksi internet lambat buka chat meet luat layar warna putih ad,Kurang
bagus fitur lama guna mudah fitur sulit layar nya baguss,Kurang
kurang aplikasi ini video audio putus tengah meeting terkadang ter-delay henti tiba itu aplikasi sendiri tolong baik masalah cepat aplikasi salah alternatif ajar online siswa mahasiswa kasihan tinggal,Kurang
ga masuk link gada solusi sekali masuk link panggil video dah izin,Kurang
earphone suara terdetect app sempurna,Kurang
apk bagus karna nggak on mic jaring baguss kenapaaa sendat sendatt suaranyaaaa,Kurang
update gak konek ma speaker gak suara,Kurang
update background video ,Kurang
pilih share screen izin keluar suara share screen full layar dekstop keluar suara video  bantu bagus aplikasi zoom,Kurang
benar sangat kecewa aplikasi buka jaring nya full tpi bisa aplikasi nya kecewa sekali karena ikut ajar rumah mohon diperbaikki aplikasi nya,Kurang
susah lokasi minim sinyal data seluler hilang sebentar langsung otomatis log out sinyal buruk sebentar langsung aplikasi susah ajar google meet kelas google atas sepele malu,Kurang
background nya gabisa ganti blur share screen susah kalo lihat serta pin dulu susah masuk apk belah hp ku gak kentang loh kasus sama nyaman tolong baik dosen minta pake apk gamau pindah apk belah,Kurang
daring make yg old version gaada masalah update langsung muncul  on mic on cam langsung meeting tulis meet henti kondisi signal bagus versi yg itu ayoo kembali google meet old version yg hijau nyaman pakai  yg pakai old version update sajaaa ya mending yg ,Kurang
kecewa update kali ini ga tau aja yg oncam layar utama nya cmn tampil 4 orng itu kamera kita ribet kalo ngetik ga ngetik liat yg ngomong dioncam yg bagus chattannya liat sampe akhir baik app pake hadir agenda organisasi eskul sekolah mulu masuk kesell,Kurang
maap bintang ya share screennya ok fitur pen tolong tambah fitur pen mudah presentasi share screen bisa tulis langsung serta mudah paham share screen terima kasih,Kurang
suka meet dulu fitur rise hand mode gelap emang udah bagus cuman liat dikit sendiri comfortable pake pc update annya tolong baik,Kurang
bagus versi susah masuk gagal masuk masuk bicara temen sekolah saya terus tiba keluar dan pas pencet tombol angkat tangan gk matiin klo masuk gagal sebel deh tolong meet baik aplikasi klo baik kasih bintang ,Kurang
aplikasi download gabisa pake hp masuk dah instal ulang aja gabisa dipake ya tolong baik cepat ya ganyaman make apk,Kurang
ganggu video jeda audio bagus suara jelas video sendiri,Kurang
parah yg free nya bikin bayar aja biar full setting,Kurang
terimakasih apk yg manfaat tapi mohon baik gabung meet udah reinstall kali suara detik hilang rasa saya mohon jadi perhati mohon baik apk,Kurang
buruk nih apk lama gw gak lihat cam orang cam w sendiri dah gitu tombol ngebug terus suka kedap kedip pc parah bug nya tolong baik,Kurang
fitur rekam akun gwe hilang,Kurang
presentasi ga muncul muncul slide baru tolong baik yaa googlee terima kasih,Kurang
suka versi lama hp laptop ketimbang aneh filter screen gambar video dll orang suara ga kedengeran tolong kembali versi lama terimakasih,Kurang
bahasa aplikasi bahasa turki setting indo w ken ketawa orang nyinyirin suruh ngecek setting aplikasi bahasa masing2 tampil bahasa kodingannya ngaco bray install aplikasi ga gitu kok meet ya tanda rilis aplikasi secure ga ya gantung lah no system all safe kurang00 sisi user interface kalah zoom,Kurang
gak dipake efek nya,Kurang
pas pakai yg versi lancar ga sekali knp pas update lot ppt guru muncul pas pindah slide lot henti padahl slide ikut mohon baik,Kurang
tolong baik lagi karna kelas syaa masuk room gmeet masuk jaring stabil tolong baik karna apk fiturnya bagus bantu saat pandemi,Kurang
fiturnya rata hp hp prosesor ram memory internal cukup fitur blur background fitur sebut mohon baik,Kurang
aplikasi bnyk kurang pas join meeting ga keluar sendiri pas udh masuk 2 menit eh tbtb suruh rate aplikasi pas rate ga masuk lagi aplikasi sering ga join sekali pliisss daring gimanaaa benerin aplikasi cepetan,Kurang
tolong tampil google meet nya nyaman praktis hp pc tampil hp layar nya luas liat tampil google meet temen dimunculin layar utama gak liat orang yg bicara tulis layar terimakasih tolong baharu ya,Kurang
aplikasi bagus app kadang annoying bgt loh app ngefreeze mulu gak ngemute camera on app kadang ngefreeze jarang tetap gak suka bikin kesel tau baik kasih app bintang atau 4 - from user,Kurang
tampil ribet bagus banding versi ganti ui alangkah baik kembali tampil lama ubah fitur,Kurang
terimakasih aplikasi mudah ajar daring rumah susah gabung rapat muncul suara tampil gmeetnya tampak yg alami mohon baik lagi terimakasih,Kurang
sinyal full suara microfon didenger temen bikin malu pas presen tas hadehhhhh tolong baik suara putus2 gak apa2 biar dosen tau lag,Kurang
ni apk makin buruk saat meet layar lansung hitam ketika masuk pencet tombol tombol langsung eror mohon baik ni apk gua banget ajar kadang guru absen jadi tolong baik ya plisssss,Kurang
habis update ko ga liat kalo orang lain dosen bagi layar tolong inimah knpa sinyal bagus ga aku temenku yg habis update gitu tampil ubah ga liat presentasi udah baru tetep aja tolong dibenerin yallah  enak tampil dulu yg,Kurang
update jelek banget banget error hening gak masuk lagi sianyal bagus klo kasihan daring ini mohon tingkat - -,Kurang
yg aplikasi sihhh tolonggg donggg diperbaikiii kuliahhh nihhh jd hambat apk ny masalah gak akses sekali masuk apk ny psti sendiri mngkin hrs update oke sy update udah update gak gunain ngerugiin orang buang paket data kepake tlng dongg baik banget apk daring jg rating yg bagus kan,Kurang
jelek banget keluar2 jaring bagus dijelasin dc disconnect gak fitur angkat tangan chat dulu pokok jelek banget dah kalo dc ditanyain kualitas vidio audio gak dibenerin audio putus2 app jelek pokok,Kurang
pakai google meet ini selalu muncul tulis sayang google meet henti alhasil kuliah kaya dendar radio tidak muncul gambar lain sekian menit google meet masuk lagi,Kurang
bintang g-meet akhir alami turun kualitas belum seringkali alami video putus audio dengung signal lancar,Kurang
aplikasi mau rang donk guna data internet aplikasi makan kouta internet mau aplikasi nya akses internet sedikit pandemi beli paket internet cepat tolong apps nya baik ya kurang size nya biar ring an makan memori handphone android,Kurang
update masuk meet suara putus sinyal bagus susah banget kuliah putus bagus versi lama tolong google meet kembali versi lama gin nggak diskusi kuliah,Kurang
bug dri ga join meet mic lag dll,Kurang
aplikasi nya bagus daring suka sendiri pdhlh situ sy sdng simak wajah suara teman teman guru dengar lihat suara putus tolong baik,Kurang
tolong baik apknya update jelek suara guru tiba gaada trus keluar sendiri ngulang masuk teruss tdk itu,Kurang
bagus dulu suara sendiri suara macet dengar sekarang nggak sinyal bagus tolong devloper baik ya kasih bintang 4-baik,Kurang
gara gara tipu pake aplikasi yg ini gua cancel meeting gara2 headshet ga konek kalo colok  pake yg satu rugi iya aplikasi asli google cukkk,Kurang
ni apk kaya kanjut detik update tp kamera sm jaring buruk anying,Kurang
berat banget lelet update parah sampe nunggu loadingnya aja banget parah tolong baik,Kurang
mana opsi bagi link meet yg jadwal kalendar ada,Kurang
app baja asli bahasa aneh,Kurang
maaf kalo kasih bintang ya solanya pas share screen presentasi layar hp itu nggak suara nya mohon baik ya presentasi google meet suara presentasi nya dengar ntar kalo udah done kasih bintang deh ,Kurang
bom update ubah background update forma turun gabisa ganti background sayang baik kalo udah bintang ubah wkwkw,Kurang
ya pas buka aplikasi auto sinyal down patah suara  ngga gambar udah gitu pula pas udah aplikasi ini lancar sinyal versi android kurang0 tinggi,Kurang
kemarin ga aktifin kamera lihat tampil video serta pas pake android baik aja udah aktif izin guna kamera audio juga uninstall ngeinstal ulang tetep gabisa kesel banget,Kurang
sinyal bagus buka apps lancar jaya gilir buka apps ini loading nyampe jam udah clear cache clear data aja gaada ubah wkwk,Kurang
enak pake ini sendiri udah hapus chance sinyal udah bagus bolak masuk tetep aja keluar udah update baru sama udah 3 kali gak rapat gara gara google meet gak bisa,Kurang
sinyal bagus pas udah gak otomatis masuk kayak aplikasi belah masukin kode ulang ribett,Kurang
update  oke update  tampil enak mana fullscreen tulis nama speaker halang hilang fitur chat sembunyi serta ganggu menggangu sulit proses ajar kecewa se-level google google loh google bikin update aplikasi nyaman enak mudah sulit jelek harap tanggap perhati,Kurang
abis update kamera ga aktif bug aplikasi meet sampe ga absen pas sesi on cam bgst bener,Kurang
sulit masuk link kode presentasi sinyal oke ram 8gb tetep aja sulit masuk pindah aplikasi biru,Kurang
aplikasi buruk update fitur sedia google meet manfaat kembali google meet lama mudah share link tampil video menu buka chat lihat video orang tampil inti versi is the best versi burik,Kurang
spt guna lain sya update update apps meet sya suka force close bicara ganggu krn sya tiba2 koneksi internet lancar kecewa sekali,Kurang
versi android rubah google versi 8 0 update nya minggu habisin kuota,Kurang
mendunkung setting resolusi kirim video tampil meeting android burik jelas kasar buram embun ,Kurang
akhir2 suka nemu share screen mana dlm slideshow slide jalan tampil penuh smga baik  google meet via pc,Kurang
kamera mic aktif alih aplikasi sebentar layar ubah potret lanscape,Kurang
developer kenapa rubah tampil user interface meet gmail-meet turut user interface baru ini sangat nyaman mohon kembali saja sekian,Kurang
good apps wfh bug nya ampun lah nugas meet hp kadang suka sendiri layar landscape diportrait crash akibat bug,Kurang
kaget update googlemeet mobile ini tampil dua ubah tampil browser yg paksa mobile nyaman mohon baik respon kritik masuk guna terima kasih,Kurang
google meet aplikasi bagus masalah nge instal aplikasi gk muncul hp saya terus cek tetep tulis buka tanda instal gk muncul ya tolong ya baik,Kurang
jelekkkk masa udah 2 menit gabisa masuk niat kagak sih bikin aplikasi udah kadang suka lag lagi wifi jaring bagus,Kurang
fitur baru bagus jelek karna tampil nya susah ribet bngt mending versi chat kanan fitur ribet segala bad,Kurang
aplikasi bagus sih pas guru powerpoint gambar ya gak ada dan paham yg kan mohon baik,Kurang
aplikasi sdri masuk join menu utama tdk pakai meet utk tugas sekolah ank saya instal yg versi meet tdk pakai mohon respon,Kurang
sy stuju tampil ubah nyaman cameranya buruk memori sinyal dll aja hp orng klo camera sy pengaruh hp sy update bagus,Kurang
aplikasi beli kuota ajar 30 gb update aplikasi mohon kembang atas ini depan guna orang terimakasih,Kurang
cahaya suka gelap ya trus pas hapus download ulang sama tolong baik menggangu proses ajar terimakasih,Kurang
jelekkk bangett tolong baik join class masuk aplikasi nya bikin tinggal info pdhl jaring stabil,Kurang
maksimal fitur personal chat lihat wajah orang kamera klik profil orang dulu puas aplikasi ini,Kurang
ngak fitur nurunkan resolusi jam udah ngabisin baik00 mb meet ajar 2 jam boros kouta perintah kasih juga tolong tambah fitur nurunin resolusi kurang44p 240p 360p 480p 720p,Kurang
tolong google meet semenjak update  pas masuk meet tiba masuk begitu sinyal bagus habis zoom  mohon diperbaikiii google meettt ikut kelas teruss,Kurang
kecewa pakai kamera nyala restart kluar kamera switch ga nyala tolong developer bantu saya bdr google meet terimakasih perhati mohon bantu,Kurang
aplikasi jelek kurang dikit2 bisa laptop angkat tangan google meet fitur lainnyaa 2 suka dengar bicara lada guru 3 suka putus2 suara 4 boros kuota sekian terima kasih mohon betul aplikasi aplikasi bgt yg kurang,Kurang
mohon perhati lancar dalam alami ganggu meet nyaman simak sukar ganggu suara putus hening muncul kolom bintang nilai terus tutup meet bagai,Kurang
ya google meet sendiri hapus cache data menginstal ulang apknya mengupdate nya namun masuk apk nya sendiri online mohon baik lgi sistem apknya ya developer terimakasih,Kurang
developer nya tolong ya profil d mode layar penuh harap pindah nya kadang sulit klo pas nyatat sih bagus yg sblm update sih dri yg skrg,Kurang
tolong fitur record minimal screen record audio internal bantu tonton ulang jadi,Kurang
kecewa banget aplikasi orang join aja ga bisa masuk join langsung keluar toponf baik lagi bom download aplikasi kualitas jelek mending zoom aja baik ya aplikasi sengaja kadih bintang karja burik terimakasih,Kurang
knapa ya update jelek ya apk kadang suka sendiri sinyal hp bagus kuota ok tolong baik ya google meet ajar sy ganggu karna apknya suka sendiri,Kurang
versi baru efektif orang on cam tidak 3 orng depan bagus versi lawas,Kurang
versi lolipop handphone ngebug gabung rapat rapat sinyal lemah masuk kode tiba2 sendiri hp saya apknya tolong update versi lolipopnya ya,Kurang
google meet hp buka update google meet laptop pakai share screen problem menggu kuliah daring saya tolong baik terima kasih,Kurang
di-update gk enak tampil meeting aplikasi gmail gitu mending pilih gmail yg bawa hp drpd download tp tampil aja menuh-menuhi memori aja,Kurang
apilkasi sendiri laptop tentu paksa hp screen layar kadang muncul yg kecewa aplikasi error uas ,Kurang
tolong solusi join meeting aplikasi ini sinyal bagus masalah pasu kode link ada tetep masuk,Kurang
tolong ya min ko buka apk nya tibatiba kuota  jaring full tolong baik ya min iya besok ga sekolah online karna kendala apk nya terimakasih,Kurang
apikasi bagus tapi update aplikasi google meet pada ajar notifikasi suruh kasih bintang akibat ngasih bintang dulu dan google meet gabung notifikasi bintang lg terus sampai tinggal ajar daring,Kurang
kecewa baru kali ini kurang sulit kendali sulit anggota dalam meet sulit mengechat tampil layar anggota lain 2 nyaman tampil warna hitam mata sulit perhati kelas moga baru kali batal tukar tempilan lama terima kasih,Kurang
tolong apk nya baik lagi apk pas udah gabung meet cache nya udah hapus data udah dihpus apknya kali instal hapus apknya emang pakai tolong baik lagi,Kurang
jujur kecewa akhir google meet sekolah online putus kadang suka henti dg sendiri padahal sinyal bagus full 4g kuota kok kalau nyaman google meet tolong tingkat kualitas supaya guna puas kecewa,Kurang
mencet ask to join ga ya tulis you can t join a video call while you re on a phone call ga telfonan siapa udh coba tetep aja ga bisa please kenapa banget ajar ,Kurang
updet baik aja updat buruk jaring full 4g kuota ok on camera gak sendiri kena marah dosen gak hitung hadir bisa dapet nilai e tolong perbaikin lagi terima kasih,Kurang
awal sih dipake kyk kesini keluar sendiri parah banget sih meet penting nya tiba trus gaada suara suruh rating mulu tlg cepat atas bug nya,Kurang
tingkat lgi coba kali sendiri fitur kamera aktif nya sekali,Kurang
tolong kembali gmeet dulu orang susah aplikasi saya fitur yg ubah mudah ribet tolong kembali update ,Kurang
hai google meet aplikasi bagus tanya sebab solusi sdh hasil join meeting detik tiba2 langsung dg sendiri tolong ya solusi apa anak sy paksa gak ikut giat sekolah kendala ini terima kasih,Kurang
3 kali mendownload mas buka aplikasi baru masuk keluar masuk link dikiirim bisa ini daring butuh aplikasi google meet ini,Kurang
developer   kali masuk   aplikasi zoom masuk jaring rumah buruk  tolong baik   pakai enak,Kurang
gak akses download malah gak buka untukjip masuk ini yaaa sperti ini apakah ganggu kalian baru ajah instal gak buka malahannnnn kan kesalll jadinyaa memperbaikinyaa dan bisaa instal aplikasi rapat di google meet desktop saja sedih 4 mata kuliah lewat saja apakah bantu selesai ini,Kurang
ya update tampil ubah ubah background teman teman udah update ubah tampil ubah background gimana ya tolong baik kasih ranting kasih ranting ya  makasih,Kurang
aplikasi nya jelek banget tiap g meet suka kaluar2 buka mic sendiri tolong kualitas nya tingkat kalau ajar nya aplikasi unistall,Kurang
gak bs masuk ya klo udah masuk detik sendiri udah install ulang aplikasi udah upgrade hp jg udah upgrade jaring bagus tp terus gmn ya solusi,Kurang
mohon kembali versi belum jelek ketik chatt rapat mati video tampil gk bagus mohon versi saja bagus,Kurang
gugel meet saran saya klo presntasi suara tuh gtuloh suara dri presentainya gtuloh mutar video presentai trnyata gabisa suara aja boong kan udah capek2 padahal salah laptop,Kurang
tolong baik lagi diupdate sulit pakai handphone laptop tolong kembang optimal,Kurang
halo developer tanya skrg google meet tampil nya jelek sih lg ngobrol gitu bikin mata puyeng tau ngeliatnya gara banget layar penuh pula lg presentasi layar banget sihh ayo baharu aplikasi biar bagus layar mohon dengar ulas saya,Kurang
update buruk tampil video meet kecil screen materi muncul kualitas buruk mohon kembali g-meets simple praktis,Kurang
tulis gabung menggangu tombol fullscreen bar kotak ganggu gambar orang share screen ga lihat serta oncam pin selenggara meet off mic serta serta ganggu meet costum background terkadang bikin force close meet,Kurang
tolong baik tampil gmeet update gmail meet powerpoint tampil,Kurang
please lah kembali versi layar belum versi layar cupu belum layar penuh sekarang penuh pinggir abu abu please full layar,Kurang
tolong atas bug nya meet meet jdi mati kamera meet jdi mohon benar bug ini nilai gara gara bug sampah ini,Kurang
ga enak versi baru lag audio video ga sinkron enak versi bgt tolong kembali versi saja ,Kurang
gak urus kuliah gak instal apk ini gapaham ama dosen yg make apk ini enak coba apk gabener gue mending zoom deh biar makan memori lancar pas dipake meet gue tinggal materi gara2 nih apk dah,Kurang
kasih bintang presentasi jelek tulis nggak suara gema kalo udh dibenerin kasih bintang pliss baik gara gara tulisanny nggak lihat kalo guru bagi video muncul muncul ahhhh,Kurang
ntah apa2 update nya ndak update tau update nya jelek play store ku update otomatis semua jaring alhasil ya terupdate update jelek ni suka tampil lama nyaman simpel update ni nya tiru aplikasi belah guna nya suka gk suka kembali tampil meet belum perhati nyaman guna saing,Kurang
aplikasi bagus tpi laptop hp pakai g meet nya teman kamera nya nge blur gelap jd kail gilir pake ipad app gun hp ipad iphone laptop suka karna hp buruk  mohon baik ,Kurang
force close ngebug jaring lancar mohon baik ini guna nyaman ini terimakasih,Kurang
susah google meet versi sekarang suka tbtb jaring bagus dr gmeet versi join masuk kode nya tolong kembali versi yg dulu,Kurang
tolong baik apknya masuk google meet sendiri ulang sekolah online ikut tegur guru bohong tolong baik bang 3 kali meet,Kurang
skrg meet nya gin sih masuk gk langsung kembali udh install ulang tetep gk aakkh gara gk kuliah daring tolonng baik sistem benar butuh aplikasi kuliah,Kurang
aplikasi sampah kecewa sy update fitur background filter animasi muncul hp saya kalau niat bikin aplikasi pensiun kalah mah zoom meeting bagus dripada google meet sampah,Kurang
buka yh gara ikut kuliah tlong baik butuh ini begktu buka lsng takeluar sngt mnta tlong utk seger baik,Kurang
si masuk udah masuk detik lagi trus kalo nyoba udah uninstall trus install lagi masih tetep ya kurang tutor ngebahas mohon bantu skip trus ngikutin ajar google meet,Kurang
kali masuk google neet baca sayangnyaa google met henti apakah aplikasinyaa bagusss guna bantu klien mending dihapuss aplikasunya saja updatr masihh bisaa masukk sial,Kurang
aplikasi kirim link masuk baik msk aplikasi itu langsung keluar tolong tanggap google meett makasih,Kurang
gak bener banget aplikasi tolong ya google meet join - keluar mulu suruh rate udah rate aja keluar mulu tolongggg baik ya agar keluar mulu tolong ya baik keluar mulu saya janji apk keluar kasih bintang  tolong baik ya nya tolong baik ya,Kurang
mudah versi lama versi baru susah ikut rapat mohon baik google meet saing mudah ayo lah usaha google baik kualitas aplikasi saya enak google meet versi dulu mohon tingkat lagi terima kasih good luck,Kurang
bantu sih update susah presenting presenting trus masuk liat orang presenting yah ini sih baik,Kurang
google meet update tolong tampil nya ubah ajar share screen layar meet nya banyak anggota ganggu sy fokus ajar ganggu terima kasih,Kurang
masuk dalam rapat suruh rating kasih bintang tiba otomatis rapat salah orang rapat nyala kamera mikrofon nya hp hitam suara orang mati kamera mikrofon tolong baik ya masalah tadi nanti kalo baik kasih bintang,Kurang
ui ux ribet background hitam fokus screen ppt layar tulis lihat pesan klik geser ribett ,Kurang
suara putus sih jaring bagus kalo partisipan lancar aneehh mic hp tbtb ga fungsi tolong baik dong,Kurang
sorry kasih bintang kurang kenapa benar2 kecewa gmeet sekarang plis balikin kayak aja gmeet nya versi ngecewain banget gabung meet kuliah sampe menit udah left sendiri masuk gagal masuk pas masuk suara ku ga kedengeran lain vidionya ga muncul temen2 dosen yg tampil layar ga muncul gagal kuliah jadi,Kurang
desain meeting google meet versi jelek beda versi gmail download app google meet versi versi gmail sama tampil uninstall saja versi layar landscapenya chat ruang sulit ganggu ajar andal aplikasi pjj,Kurang
tampil antarmuka yg buruk sistem eror daring masuk sendiri kembali meet,Kurang
pas ud selesai meet guru saya meet langsung hilang yg warna hijau gambar kamera putih donwload gk yg hijau nya yg warna lain uda cari teliti gk ada tolong kembali meet yg lama knp gm nya suka sendiri suka error suara gema video buram audio putus2 pokok nya baik terima kasih   salam sehat  semangat  bye bye ,Kurang
maaf kasih bintang kurang buka menu new meeting join meeting gak bisa new meeting klik apk google meet join meeting klik trs muncul loading sinyal bagus google meet pjj tolong bantu google meet,Kurang
ngak enak banget guna mlaah enak versi kuno desain guna enak versi yg ribet banget ken liat chat serta aja susah gabisa lihat present buka chat inti yg versi ngak evisien mending ubah,Kurang
alas jelas sinyal bagus trus suruh rating truss rating trus pas join meeting tulis no such meeting temu aneh bet dah nih aplikasi,Kurang
kualitas kamera cahaya cerah tampil akan burik mohon tingkat kualitas video cahaya,Kurang
paraahh tampil enak lama ribet lihat screen share susah lihat serta susah update praktis nyusahin nyesel update,Kurang
